overall_rating,potential,value_euro,wage_euro,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),release_clause_euro,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes
68,80,1600000.0,4000.0,1,2,3,2600000.0,66,51,32,66,30,72,61,52,61,64,88,90,92,67,88,52,36,53,33,48,38,37,65,69,39,58,31,36,28,15,12,13,10,11
68,68,210000.0,5000.0,1,3,2,420000.0,68,28,65,61,43,51,64,54,63,62,50,48,52,56,73,45,68,50,63,41,74,71,46,57,40,59,72,68,65,15,13,14,14,15
68,74,1200000.0,8000.0,1,3,3,2100000.0,66,59,47,66,53,69,54,42,49,67,86,83,74,64,71,63,66,73,65,55,45,37,66,61,56,64,50,35,31,8,14,10,14,12
68,68,525000.0,5000.0,1,1,1,1100000.0,17,11,17,24,13,12,12,15,56,13,37,34,58,72,56,10,79,33,67,15,44,22,12,49,22,49,19,20,24,64,64,67,59,78
68,68,450000.0,7000.0,1,3,3,855000.0,62,69,50,67,67,73,71,70,61,68,68,59,77,68,79,49,61,59,54,41,40,40,76,62,68,65,18,33,31,9,10,9,16,16
68,75,1200000.0,5000.0,1,3,3,2600000.0,58,48,61,69,38,68,53,37,68,68,71,69,84,70,69,70,93,79,74,60,75,66,58,66,45,69,64,67,71,11,11,6,7,11
68,74,1200000.0,3000.0,1,4,3,1800000.0,58,67,38,63,71,71,67,60,53,70,87,78,88,65,78,77,75,68,42,67,34,48,64,61,58,64,50,24,35,13,10,12,9,10
68,74,1200000.0,6000.0,1,3,3,2100000.0,58,66,60,61,59,63,60,67,59,64,75,78,74,64,77,77,73,63,72,82,43,27,62,68,66,65,22,24,19,10,11,6,13,6
68,68,450000.0,5000.0,1,2,1,900000.0,18,10,12,29,11,9,12,15,23,18,39,45,27,70,21,16,62,35,82,10,39,24,15,21,18,38,11,17,14,69,68,65,68,64
68,68,825000.0,6000.0,1,3,2,1000000.0,61,45,58,68,40,61,58,48,70,68,73,69,69,71,76,70,67,86,69,61,84,69,51,68,44,72,69,67,63,12,9,10,14,10
68,76,1100000.0,5000.0,1,3,2,1900000.0,36,21,74,54,33,34,36,34,49,39,33,29,55,66,46,41,48,74,85,23,69,68,28,34,49,58,68,68,67,15,10,10,6,8
68,68,725000.0,8000.0,1,4,2,1200000.0,55,33,69,63,42,54,47,50,58,62,66,65,52,67,52,65,70,75,78,46,81,69,31,49,53,61,69,71,72,13,8,8,12,15
68,69,1100000.0,2000.0,1,3,3,1600000.0,62,65,53,67,71,71,75,75,68,73,73,66,71,70,77,68,62,68,74,72,55,25,62,71,67,78,35,22,20,6,12,9,16,13
68,77,1400000.0,3000.0,1,4,2,2400000.0,49,68,67,60,56,62,60,55,36,64,80,84,69,64,68,68,63,67,66,57,67,24,67,59,61,61,34,29,21,5,14,10,8,13
68,73,1200000.0,4000.0,1,4,4,1800000.0,51,69,56,63,65,75,58,51,46,73,87,85,61,62,75,63,45,74,70,57,48,25,66,58,49,62,34,20,18,6,12,8,9,8
68,70,875000.0,8000.0,1,3,3,1600000.0,60,40,57,72,42,65,62,66,69,68,69,69,62,69,65,73,60,74,61,62,76,67,58,59,47,64,60,65,64,7,11,12,15,14
68,71,1100000.0,5000.0,1,4,3,2100000.0,54,63,46,72,61,68,66,53,70,68,72,73,87,61,83,62,60,81,56,68,63,63,57,65,51,62,55,59,59,5,4,14,4,9
68,75,1300000.0,6000.0,1,3,3,2000000.0,53,62,42,64,64,73,72,54,48,75,84,84,89,62,62,68,36,59,40,60,47,35,59,64,50,62,27,20,19,11,10,10,11,11
68,69,825000.0,3000.0,1,3,2,1300000.0,41,57,71,65,41,51,50,57,61,62,58,62,60,67,50,70,65,69,77,68,67,62,59,61,49,60,65,67,62,8,11,12,16,8
68,71,925000.0,3000.0,1,3,2,1200000.0,53,43,68,48,54,49,49,42,43,55,67,72,68,60,61,66,77,75,83,43,70,67,43,44,48,58,64,67,70,11,8,16,9,8
68,69,1000000.0,8000.0,1,3,3,1600000.0,39,69,64,50,53,64,41,30,30,68,71,77,69,58,68,68,64,80,76,59,32,14,72,46,62,51,32,16,19,13,6,12,13,6
68,72,975000.0,6000.0,1,4,2,1600000.0,38,24,60,67,35,38,51,56,61,56,62,64,58,66,60,41,80,71,78,25,80,65,21,58,57,50,69,72,70,12,10,5,7,12
68,68,120000.0,2000.0,1,3,1,186000.0,23,12,22,29,15,11,13,12,26,17,45,62,60,67,60,24,79,43,58,13,34,20,12,30,23,49,17,11,12,70,65,65,67,67
68,71,1100000.0,9000.0,1,3,3,1600000.0,30,66,68,63,45,66,32,27,52,68,75,78,64,65,66,70,72,78,78,50,80,26,67,57,67,64,38,35,37,11,8,15,9,13
68,68,950000.0,2000.0,1,3,3,1500000.0,30,73,78,45,66,63,32,30,22,67,57,57,48,55,32,73,82,73,86,45,72,29,71,28,62,62,19,28,18,15,8,7,9,7
68,71,1100000.0,2000.0,1,3,3,1600000.0,71,65,37,65,42,63,50,31,64,66,69,75,52,62,65,56,47,80,65,52,33,66,60,68,45,60,60,54,65,12,5,6,13,7
68,75,1300000.0,10000.0,1,3,3,2900000.0,65,65,36,68,40,72,62,43,59,71,70,69,68,64,78,54,52,57,59,62,50,39,66,65,44,61,25,45,47,12,14,14,7,7
68,68,900000.0,3000.0,1,4,2,1200000.0,48,67,68,55,62,65,59,45,51,61,71,76,68,61,79,69,75,83,78,54,58,23,70,41,66,66,24,21,19,9,11,9,15,12
68,68,600000.0,7000.0,1,3,1,780000.0,15,11,13,25,20,17,11,15,31,22,32,42,50,64,34,23,57,34,80,14,45,22,16,31,21,52,26,17,17,68,66,59,70,69
68,79,1500000.0,10000.0,1,3,3,3200000.0,51,56,58,73,44,64,52,61,66,68,67,65,59,67,56,72,59,64,67,71,78,69,59,67,46,65,64,68,63,14,10,15,7,14
68,68,525000.0,1000.0,1,2,1,1200000.0,20,12,9,25,12,14,26,13,23,22,32,35,38,66,36,31,58,22,49,15,41,29,13,40,32,42,14,11,14,69,62,69,66,69
68,68,900000.0,4000.0,1,4,3,1300000.0,69,59,48,70,48,70,72,68,67,72,70,66,71,65,64,61,64,70,72,63,59,59,62,67,54,65,60,60,58,10,14,13,16,14
68,68,900000.0,3000.0,1,3,3,1100000.0,45,66,70,64,58,66,43,44,55,66,69,71,64,65,55,68,68,63,83,62,59,16,67,64,67,69,27,19,15,8,12,10,10,6
68,73,1200000.0,5000.0,1,3,3,2000000.0,66,50,59,73,38,65,74,74,68,69,64,66,56,64,57,75,65,76,77,61,71,61,60,65,56,64,59,66,60,7,9,10,13,15
68,73,850000.0,4000.0,1,3,1,1700000.0,11,11,14,33,14,11,13,11,28,23,34,35,27,56,38,20,50,21,38,20,16,19,12,45,14,33,14,12,15,69,69,67,68,70
68,68,525000.0,5000.0,1,2,1,1100000.0,15,12,15,29,15,13,11,11,39,23,56,54,51,60,41,23,74,29,61,14,36,26,13,44,18,47,17,14,15,69,69,63,69,67
68,68,700000.0,4000.0,1,4,3,1100000.0,71,62,58,68,43,69,70,52,56,70,73,80,77,62,79,49,58,73,62,58,59,60,61,42,58,62,56,65,67,14,13,7,14,9
68,68,950000.0,9000.0,1,4,4,1600000.0,63,63,65,64,59,73,63,55,58,68,84,79,73,60,72,72,50,66,62,56,47,15,65,58,60,61,33,19,14,12,11,14,7,11
68,76,1100000.0,6000.0,1,4,3,1700000.0,64,42,39,66,46,64,67,41,61,65,82,82,75,61,74,54,62,80,56,40,70,65,47,51,45,62,61,61,64,7,13,6,13,13
68,76,1100000.0,7000.0,1,3,2,2400000.0,47,27,63,60,30,54,32,23,54,53,64,70,54,65,48,53,66,62,71,32,65,68,30,38,40,60,67,70,67,12,9,7,11,8
68,73,1000000.0,1000.0,1,4,2,2300000.0,49,28,72,61,31,51,21,26,62,51,70,68,52,64,55,35,70,60,82,22,41,63,26,35,41,58,68,70,72,10,9,9,8,10
68,79,1500000.0,5000.0,1,4,4,3000000.0,63,66,51,59,52,71,60,53,50,69,84,86,80,62,62,58,72,84,67,64,78,38,58,64,53,66,30,45,43,10,14,12,14,8
68,68,575000.0,5000.0,1,2,1,1100000.0,14,12,18,21,7,14,15,11,20,20,37,41,44,62,49,26,60,31,72,20,44,10,10,60,26,58,13,8,12,69,62,75,65,73
68,68,900000.0,4000.0,1,4,3,1100000.0,55,64,55,70,46,66,44,55,64,69,75,71,72,66,70,65,84,75,69,63,64,60,68,68,63,58,65,62,58,9,10,10,14,13
68,73,1200000.0,3000.0,1,2,2,1800000.0,28,63,76,63,60,58,46,31,47,64,45,65,46,65,34,80,54,60,91,62,67,23,67,53,59,71,24,34,21,14,10,15,11,15
68,68,700000.0,4000.0,1,2,2,1200000.0,56,30,63,63,12,33,48,22,59,53,68,69,60,60,59,34,73,76,85,29,75,62,39,38,37,57,64,67,66,7,9,10,6,8
68,77,1000000.0,6000.0,1,3,1,2400000.0,13,12,15,12,15,11,13,12,20,10,52,52,60,65,42,21,62,34,55,15,30,12,10,42,11,48,16,12,10,72,69,60,65,66
68,68,775000.0,5000.0,1,3,2,1500000.0,58,40,69,65,44,56,53,56,54,51,64,56,59,60,55,59,62,58,76,47,57,59,48,49,47,61,80,68,66,12,15,16,8,8
68,74,1200000.0,14000.0,1,3,3,2600000.0,64,66,51,61,56,73,51,55,50,66,74,70,77,65,84,70,52,56,65,65,75,56,68,70,55,62,45,55,50,7,8,15,15,15
68,73,1200000.0,7000.0,1,3,3,1900000.0,62,60,39,69,59,69,73,52,66,68,83,73,77,62,85,68,68,67,61,65,72,42,58,65,62,63,47,30,26,8,8,15,9,8
68,70,900000.0,4000.0,1,2,2,2000000.0,21,23,65,56,22,30,21,25,45,46,67,67,54,63,59,45,79,63,79,34,60,65,28,31,35,59,69,71,66,10,15,6,12,6
68,69,1100000.0,11000.0,1,3,4,1800000.0,69,61,50,72,53,67,67,61,65,74,67,68,71,69,63,62,64,73,70,56,62,67,64,64,63,63,37,61,63,8,11,9,11,6
68,72,1200000.0,2000.0,1,3,3,1800000.0,58,65,48,67,56,70,71,73,60,68,73,75,78,66,71,78,74,63,57,66,51,23,59,66,58,61,45,23,27,12,6,11,6,16
68,73,1000000.0,2000.0,1,2,2,2200000.0,41,33,59,73,28,48,29,27,73,66,49,48,63,58,61,59,76,53,70,47,69,70,26,55,29,59,70,69,61,7,10,7,7,12
68,73,1200000.0,5000.0,1,4,3,1900000.0,56,61,46,69,65,72,71,67,54,71,76,73,87,65,81,73,70,57,53,62,45,24,63,63,47,62,22,17,12,7,12,8,7,15
68,68,425000.0,3000.0,1,4,3,531000.0,64,61,64,70,59,64,61,65,67,66,68,65,67,73,64,70,68,66,67,71,70,63,64,64,60,63,66,68,66,8,10,16,6,7
68,68,700000.0,2000.0,1,2,2,945000.0,26,23,70,61,30,26,22,28,55,50,52,55,57,65,52,34,70,70,82,23,69,64,22,41,39,65,68,68,65,15,14,10,8,6
68,68,600000.0,5000.0,1,3,2,1100000.0,24,35,67,59,25,41,31,42,57,50,52,50,46,53,33,44,68,55,88,44,80,62,38,42,49,58,66,66,64,16,8,8,16,11
68,79,1300000.0,4000.0,1,3,2,2400000.0,53,24,68,58,37,57,36,24,53,57,68,63,59,61,64,51,76,68,72,39,63,63,24,50,20,61,68,70,70,11,7,15,10,8
68,68,280000.0,2000.0,2,5,3,350000.0,72,64,52,72,64,64,74,69,68,68,41,40,68,73,64,70,69,49,64,66,63,55,66,75,67,75,52,46,43,13,12,13,8,6
68,83,2000000.0,7000.0,1,4,3,3800000.0,67,65,41,71,48,70,65,53,65,69,75,68,77,68,70,67,56,66,53,67,64,40,51,67,47,62,48,48,46,11,8,12,11,6
68,68,700000.0,3000.0,1,3,3,1200000.0,69,21,52,56,26,63,27,33,51,67,76,74,77,61,78,31,70,72,61,25,71,62,56,53,45,58,74,66,70,7,12,8,6,9
68,68,850000.0,1000.0,1,3,3,1800000.0,68,70,32,70,55,72,54,46,68,70,73,71,56,60,78,65,59,52,63,67,46,31,68,50,66,65,49,51,45,9,11,10,8,8
68,70,925000.0,5000.0,1,3,2,1700000.0,57,40,66,64,29,60,56,44,58,61,64,75,69,67,71,45,83,79,77,54,70,65,44,55,41,72,66,65,63,11,10,15,7,10
68,68,900000.0,2000.0,1,3,3,1400000.0,60,55,53,67,63,69,71,69,63,70,75,74,76,67,74,65,71,82,70,67,48,20,64,66,75,69,23,24,20,12,12,9,7,7
68,74,1000000.0,6000.0,1,3,2,2500000.0,39,24,70,52,29,35,42,31,44,59,64,63,53,63,54,50,70,73,70,32,66,65,33,44,44,50,66,71,67,9,9,14,8,11
68,70,875000.0,1000.0,1,3,2,2000000.0,21,22,74,53,21,21,29,23,21,43,62,67,46,59,49,32,66,58,76,22,67,67,26,25,32,59,62,72,71,13,11,6,10,15
68,77,1200000.0,4000.0,1,3,3,1700000.0,63,43,48,65,46,65,55,37,62,67,87,85,86,60,90,52,91,81,53,34,63,63,62,60,41,60,66,65,60,8,8,7,9,11
68,68,475000.0,7000.0,1,3,3,903000.0,47,66,74,58,70,63,45,56,54,68,47,53,53,70,40,74,84,75,84,59,78,48,68,68,67,63,55,30,20,11,8,11,7,12
68,68,300000.0,5000.0,1,3,3,450000.0,59,63,64,62,60,67,43,46,58,67,74,90,73,71,73,70,65,68,66,63,73,34,69,67,68,64,65,36,33,7,9,13,12,13
68,70,900000.0,3000.0,1,2,3,1600000.0,67,52,49,64,46,64,59,36,59,70,80,79,73,64,92,53,72,63,39,49,59,67,64,58,53,67,67,64,65,11,7,7,12,11
68,68,700000.0,7000.0,1,3,2,1100000.0,54,37,59,67,42,53,42,40,57,63,68,69,70,66,75,58,64,69,64,42,74,71,50,58,50,66,68,69,71,9,8,10,7,8
68,68,550000.0,6000.0,1,3,1,880000.0,16,16,12,27,20,11,10,13,26,15,51,50,49,67,42,19,73,38,76,12,44,15,11,39,16,30,12,14,13,70,66,64,68,67
68,68,270000.0,3000.0,1,3,2,405000.0,42,54,66,68,48,59,52,70,68,67,50,48,54,68,60,80,68,67,75,58,74,68,50,55,65,68,65,67,65,16,16,12,10,14
68,78,1500000.0,9000.0,1,3,3,2800000.0,57,68,60,61,58,73,56,37,44,68,77,79,76,65,72,64,66,69,66,59,50,30,65,49,63,61,24,27,20,8,13,16,11,8
68,68,725000.0,4000.0,2,3,3,906000.0,58,68,64,66,67,66,75,74,66,66,66,66,71,65,67,71,81,52,68,66,55,34,66,69,81,68,32,34,44,8,12,7,12,6
68,71,1100000.0,5000.0,1,3,3,1800000.0,55,72,46,65,63,67,68,53,64,70,80,76,77,64,76,64,52,59,58,65,42,20,59,73,68,72,19,21,16,12,15,7,8,13
68,68,925000.0,4000.0,1,4,3,1400000.0,58,53,18,69,50,67,67,59,67,70,84,68,86,68,79,59,74,77,33,59,63,54,63,69,50,64,52,56,51,8,6,13,8,7
69,69,1200000.0,3000.0,1,3,3,1800000.0,48,65,72,59,60,68,45,39,55,66,64,68,55,67,55,72,65,69,85,60,74,34,69,55,65,53,18,28,24,9,11,7,14,15
69,69,300000.0,7000.0,2,3,2,540000.0,65,42,68,65,44,61,56,43,61,63,54,68,64,70,63,65,79,62,75,51,72,74,61,53,41,75,60,75,72,10,12,7,10,14
69,72,1300000.0,1000.0,1,3,3,1900000.0,58,69,56,60,68,71,60,41,54,71,81,79,75,68,76,71,79,63,75,60,57,23,67,58,57,69,26,34,30,6,10,13,13,10
69,77,1300000.0,6000.0,1,3,3,2800000.0,64,47,56,63,29,68,55,35,61,64,79,79,75,62,72,57,76,75,67,39,60,67,62,63,48,60,68,69,68,8,13,12,15,7
69,71,1300000.0,6000.0,1,2,3,2200000.0,64,66,66,71,58,72,61,60,66,74,70,71,77,67,72,67,81,64,79,72,77,68,72,60,56,70,66,70,67,15,15,10,7,16
69,69,1100000.0,6000.0,1,3,3,1300000.0,56,66,76,67,61,63,43,57,51,64,66,69,64,64,34,64,64,66,84,63,57,13,70,30,65,62,16,26,11,6,8,11,9,12
69,69,425000.0,4000.0,1,3,2,744000.0,41,25,68,67,24,62,34,36,68,63,50,52,34,62,56,59,80,74,82,54,73,71,48,50,42,66,63,67,64,6,16,11,9,12
69,76,1200000.0,6000.0,1,3,3,2000000.0,70,41,58,65,34,75,67,52,63,76,89,86,75,59,56,61,57,73,73,42,70,64,65,62,49,58,58,67,65,8,10,14,10,13
69,76,1500000.0,5000.0,1,3,4,3400000.0,64,63,35,70,62,73,54,50,59,68,79,77,78,68,82,64,33,69,42,63,41,25,56,62,57,59,59,27,24,9,11,15,14,15
69,70,1200000.0,4000.0,1,4,3,1900000.0,69,57,58,73,69,67,74,67,72,71,75,66,77,72,68,66,53,65,56,66,63,53,59,67,53,63,53,63,55,14,7,7,12,10
69,69,325000.0,3000.0,1,3,2,569000.0,63,40,44,73,48,62,58,56,67,66,37,38,70,63,71,57,89,80,69,49,61,71,50,69,46,78,66,68,62,6,14,12,8,14
69,69,1100000.0,4000.0,1,3,3,1900000.0,69,60,26,76,32,66,70,61,67,67,72,72,81,69,83,75,71,78,63,61,46,49,58,69,46,60,27,44,43,12,16,7,13,13
69,69,850000.0,16000.0,1,2,2,1400000.0,55,41,67,60,25,48,30,29,64,47,53,47,62,54,41,56,69,75,86,34,78,71,23,45,37,57,68,67,65,8,16,14,12,16
69,70,1200000.0,6000.0,1,3,3,2300000.0,58,65,36,68,66,66,70,67,64,68,83,74,94,62,96,68,83,77,35,70,65,22,60,72,62,76,27,35,32,11,15,11,13,15
69,69,400000.0,2000.0,1,2,2,540000.0,72,49,56,69,56,57,52,65,63,68,69,77,73,66,66,63,53,82,66,59,49,68,59,58,55,71,65,58,68,7,7,10,10,15
69,69,825000.0,7000.0,1,2,3,1700000.0,71,40,69,62,52,73,69,40,66,64,83,83,75,66,58,66,74,73,72,50,68,66,64,50,49,68,55,66,65,10,9,6,8,10
69,78,1400000.0,5000.0,1,3,2,2300000.0,65,61,53,67,34,57,70,71,73,66,64,70,61,65,70,74,59,77,67,66,55,71,55,68,67,73,71,64,59,10,11,9,9,16
69,69,1000000.0,2000.0,1,3,3,1600000.0,64,62,68,69,59,68,61,60,68,71,72,83,70,64,71,68,73,83,72,67,61,59,66,65,60,68,58,62,62,9,11,7,8,13
69,70,1200000.0,7000.0,1,4,3,2400000.0,69,66,62,62,63,72,62,68,60,73,78,78,81,56,79,67,69,73,62,68,34,38,59,63,67,65,52,48,34,7,6,8,10,8
69,69,1100000.0,2000.0,1,4,3,1700000.0,61,57,63,74,55,67,58,56,69,70,70,70,63,68,77,60,62,74,58,59,64,64,61,65,57,64,57,68,66,5,9,5,7,13
69,69,600000.0,3000.0,1,3,2,750000.0,40,31,67,64,16,31,30,23,63,59,51,49,41,71,47,45,71,72,77,40,61,71,34,46,36,68,67,69,68,8,11,14,6,13
69,73,1100000.0,4000.0,1,3,2,1800000.0,59,24,68,61,35,61,54,34,61,63,65,64,53,66,50,52,77,70,78,24,70,65,50,52,35,64,69,67,63,9,12,8,5,14
69,69,1000000.0,8000.0,1,3,2,1600000.0,62,64,70,67,66,60,42,51,65,65,63,65,56,67,53,80,68,92,84,70,82,71,72,64,52,70,70,67,65,9,9,14,10,14
69,70,1200000.0,4000.0,1,3,3,1700000.0,76,55,35,74,69,72,75,77,71,71,46,39,61,67,63,69,66,76,62,72,33,67,68,76,68,70,36,56,36,15,9,9,7,16
69,69,450000.0,5000.0,1,3,3,675000.0,67,52,66,73,69,70,71,77,67,71,70,68,64,66,60,57,71,69,68,62,60,67,64,70,78,66,71,64,62,8,10,11,14,15
69,71,1100000.0,3000.0,1,4,2,1500000.0,68,52,60,71,46,60,66,70,70,66,66,67,65,62,71,69,64,70,67,64,72,71,61,73,61,64,68,64,63,6,16,10,11,7
69,69,1100000.0,4000.0,1,3,3,1700000.0,68,70,67,68,56,68,61,39,63,67,72,74,70,64,64,70,78,61,79,65,68,29,66,63,69,67,33,33,19,13,10,6,15,14
69,69,825000.0,4000.0,1,3,2,1100000.0,38,21,65,53,15,32,25,23,57,58,52,65,42,67,39,31,70,63,87,28,60,68,30,43,20,57,68,70,66,9,6,13,12,7
69,69,825000.0,3000.0,1,3,2,1100000.0,30,20,71,59,29,37,30,32,56,48,58,57,51,66,68,40,70,64,75,25,58,71,39,32,37,58,71,71,62,6,7,12,12,13
69,73,1400000.0,7000.0,1,4,2,2300000.0,39,74,71,55,68,61,48,31,34,68,49,55,52,67,41,72,62,55,82,57,49,24,70,47,64,63,20,17,25,10,11,14,13,9
69,70,1000000.0,4000.0,1,2,2,1600000.0,26,24,71,65,26,39,22,29,55,60,45,46,42,68,30,32,60,54,88,20,71,68,29,26,38,63,69,64,57,13,14,11,9,12
69,76,1500000.0,9000.0,1,3,3,3300000.0,61,69,39,71,59,74,67,55,68,70,79,77,76,62,72,58,75,70,71,65,58,61,69,68,53,69,65,58,49,9,15,14,9,9
69,69,575000.0,2000.0,1,3,3,805000.0,67,52,57,65,46,65,65,69,63,68,82,83,72,71,74,73,70,72,69,72,69,65,43,62,70,65,65,66,65,6,10,12,7,10
69,71,1100000.0,11000.0,1,3,2,1800000.0,57,53,70,67,75,62,51,47,67,67,63,67,59,65,57,78,76,81,77,75,70,67,57,66,47,61,66,70,63,16,9,11,10,11
69,69,575000.0,5000.0,1,3,3,920000.0,67,57,58,61,57,68,72,65,62,66,76,75,70,68,70,69,82,77,77,64,90,70,64,64,59,66,67,69,66,9,11,9,16,8
69,72,875000.0,6000.0,1,3,1,1700000.0,15,12,14,36,14,20,15,13,36,23,54,46,50,69,34,12,46,31,64,19,24,22,13,65,43,39,15,13,14,71,64,64,65,73
69,70,950000.0,4000.0,1,2,2,1700000.0,62,17,60,60,24,55,23,23,56,59,68,63,50,65,59,59,71,61,71,38,85,71,48,52,32,58,65,70,69,9,11,10,8,9
69,70,1000000.0,9000.0,1,3,2,1700000.0,35,23,70,53,29,45,30,28,33,52,51,55,50,62,46,42,91,53,78,21,76,69,32,29,39,61,58,71,70,11,7,12,11,13
69,77,1300000.0,4000.0,1,3,3,2400000.0,68,50,67,74,65,66,67,59,70,71,53,55,63,61,69,64,66,70,68,53,60,67,51,68,44,64,65,66,63,13,9,14,5,9
69,70,950000.0,4000.0,1,2,2,1500000.0,49,24,73,61,30,40,23,32,58,59,58,62,60,63,52,41,77,76,80,38,76,65,45,50,34,59,66,68,62,11,16,9,15,10
69,69,925000.0,4000.0,1,4,3,1600000.0,74,53,46,69,54,71,71,70,66,66,76,75,87,57,81,70,34,79,50,74,43,52,60,68,66,67,32,30,21,6,7,13,6,9
69,69,600000.0,9000.0,1,3,2,1200000.0,53,39,74,66,37,32,25,54,64,55,52,67,50,68,55,38,69,66,77,26,65,70,21,46,44,54,60,70,68,9,9,8,11,10
69,81,1800000.0,4000.0,1,4,3,3000000.0,40,71,70,68,56,63,44,39,42,71,79,76,77,66,64,61,85,65,64,55,32,30,73,62,64,67,25,18,17,13,10,7,9,10
69,78,1600000.0,4000.0,1,4,3,2700000.0,63,66,61,65,63,67,61,49,50,71,82,84,79,60,60,64,62,73,61,64,55,18,70,59,62,63,41,13,16,12,14,13,7,11
69,73,975000.0,8000.0,1,1,1,2200000.0,14,8,10,22,6,7,11,10,15,16,22,22,44,64,28,21,30,27,69,8,20,8,6,33,14,49,20,10,10,70,66,66,70,68
69,73,1400000.0,3000.0,1,3,3,2300000.0,51,66,78,62,63,65,45,47,43,65,68,78,68,63,44,74,69,73,81,57,61,36,65,58,64,64,49,46,24,13,7,10,13,10
69,69,825000.0,21000.0,1,3,3,1600000.0,64,45,61,67,49,65,36,66,64,66,66,68,72,65,81,62,84,75,71,36,76,71,46,61,34,74,68,69,72,14,12,13,11,12
69,73,1100000.0,8000.0,1,3,3,1700000.0,52,35,51,67,37,68,39,70,70,66,62,67,61,60,41,73,65,75,84,68,67,69,57,59,55,60,70,70,64,11,15,10,10,12
69,79,1500000.0,13000.0,1,2,3,3100000.0,63,40,35,67,33,69,48,39,50,65,92,90,91,64,88,43,84,66,62,34,76,64,57,54,43,64,65,68,65,13,12,12,6,12
69,69,1100000.0,4000.0,1,3,3,1400000.0,32,74,74,62,64,69,35,32,45,68,59,61,65,49,53,69,75,73,84,60,67,20,70,45,63,60,29,32,36,6,13,12,9,11
69,78,1400000.0,3000.0,1,2,2,2400000.0,33,21,66,54,36,47,31,30,48,49,40,46,47,60,34,40,65,59,84,23,79,70,23,35,41,52,66,67,69,9,13,7,8,7
69,75,1400000.0,6000.0,1,3,3,2400000.0,57,65,43,70,47,73,61,41,65,68,79,78,84,66,79,67,29,62,71,78,42,39,63,69,56,65,27,35,36,14,13,13,9,7
69,72,1300000.0,3000.0,1,3,2,2900000.0,46,69,74,64,71,51,73,24,40,66,63,60,62,67,58,75,68,79,90,54,78,22,72,42,70,67,35,18,17,4,4,4,4,4
69,80,1800000.0,8000.0,1,3,3,3700000.0,49,71,65,63,60,68,50,35,40,70,69,69,63,58,70,70,65,62,75,66,48,45,67,48,66,65,39,17,14,9,10,8,8,13
69,69,325000.0,14000.0,1,3,2,618000.0,54,48,69,62,52,49,48,44,65,65,51,56,44,64,52,64,58,70,72,54,66,70,42,48,53,57,71,68,74,13,19,18,18,10
69,71,850000.0,3000.0,1,2,1,1300000.0,12,15,20,24,20,13,11,13,21,18,48,40,39,70,58,23,51,45,76,11,18,21,19,25,29,23,11,17,19,70,64,60,67,74
69,69,325000.0,4000.0,2,4,3,553000.0,70,65,60,71,68,69,71,66,70,70,55,64,64,67,57,69,70,58,78,64,61,68,66,72,80,74,64,62,56,12,8,7,9,6
69,70,1000000.0,7000.0,1,3,3,1800000.0,70,43,58,68,43,67,73,52,67,68,79,75,76,70,73,69,74,65,71,62,66,65,63,64,50,70,64,70,67,6,15,12,6,14
69,72,925000.0,10000.0,1,3,1,1500000.0,8,20,12,12,13,13,14,13,11,23,51,48,48,73,51,15,70,33,67,16,24,24,15,26,14,58,23,14,14,68,66,65,70,67
69,69,1100000.0,6000.0,1,3,3,2300000.0,67,62,61,63,60,72,81,70,50,71,75,78,70,70,51,80,47,61,71,64,40,35,69,64,65,72,33,38,39,8,15,11,13,12
69,69,1000000.0,10000.0,1,3,3,2000000.0,70,60,52,64,47,76,68,58,55,69,74,75,79,65,72,69,68,68,67,68,65,29,67,66,54,65,45,49,35,7,9,13,8,14
69,79,1700000.0,10000.0,1,3,3,2700000.0,68,63,35,63,38,73,39,35,52,69,83,84,83,66,70,54,55,72,50,40,53,26,67,63,50,65,45,25,26,9,10,6,8,13
69,69,325000.0,9000.0,2,3,2,618000.0,70,61,64,74,59,62,70,71,66,68,32,50,66,67,66,68,68,57,71,62,74,66,60,58,65,70,72,71,66,10,13,16,16,11
69,69,875000.0,4000.0,1,2,3,1200000.0,68,42,45,68,38,69,67,38,66,67,73,75,71,63,79,66,63,70,70,64,68,66,67,52,42,68,65,70,71,14,10,11,11,15
69,69,425000.0,5000.0,1,3,2,723000.0,34,26,71,59,15,32,46,39,61,47,33,36,32,68,33,31,33,62,84,26,75,68,13,42,30,50,70,70,67,6,11,7,12,11
69,69,800000.0,16000.0,1,4,3,1400000.0,67,45,50,65,41,63,60,59,64,67,69,69,67,66,64,68,82,81,79,63,72,69,57,50,50,66,62,67,69,16,10,9,8,14
69,75,1100000.0,1000.0,1,2,1,2500000.0,13,10,14,20,10,11,13,15,27,16,35,25,37,70,30,23,50,32,70,10,36,10,10,57,12,57,17,11,12,70,70,68,59,73
